district,furnished,ac,kitchen,age,street_width,area,wc,livings,beds,price,year,month,total_rooms
حي المنار,0,0,1,3,5,99,2,1,3,28000,2023,5,6
حي ابرق الرغامة,0,0,1,2,37,180,3,1,4,28000,2023,5,8
حي السنابل,0,0,1,10,10,150,2,1,3,28000,2023,5,6
حي طيبة,0,1,1,8,20,120,3,1,3,28000,2023,5,7
حي الصالحية,0,0,1,2,5,289,3,1,4,28000,2023,5,8
حي الشراع,0,1,1,0,5,84,2,1,2,28000,2023,5,5
حي الياقوت,0,0,1,0,16,133,2,1,2,28000,2023,5,5
حي النزهة,0,0,0,2,5,150,2,1,3,28500,2023,5,6
حي السلامة,0,0,0,0,5,180,2,0,3,29000,2023,5,5
حي الرياض,0,0,1,0,25,224,3,1,5,29000,2023,5,9
حي السلامة,0,0,1,7,14,80,2,1,3,29000,2023,5,6
حي السلامة,0,0,0,0,5,120,2,0,3,29000,2023,5,5
حي النزهة,0,0,1,4,5,250,2,1,3,29000,2023,5,6
حي السلامة,0,0,1,0,15,140,2,1,3,29000,2023,5,6
حي المروة,0,1,1,5,10,144,2,1,4,29000,2023,5,7
حي السلامة,1,1,1,15,11,63,1,1,1,29000,2023,5,3
حي النزهة,0,0,0,15,20,200,2,1,5,29000,2023,5,8
حي النزهة,0,0,1,12,5,150,3,1,4,30000,2023,5,8
حي الواحة,0,1,1,5,5,162,2,1,3,30000,2023,5,6
حي الصوارى,0,0,1,1,34,120,3,1,3,30000,2023,5,7
حي الاصالة,0,0,1,0,18,130,2,1,3,30000,2023,5,6
حي الريان,0,0,1,5,5,85,3,1,4,30000,2023,5,8
حي الريان,0,1,1,5,5,200,3,1,3,30000,2023,5,7
حي الفلاح,0,0,1,3,5,125,3,1,4,30000,2023,5,8
حي النزهة,0,1,1,3,20,110,3,1,3,30000,2023,5,7
حي الاجاويد,0,0,1,4,5,220,3,1,5,30000,2023,5,9
حي بحرة,0,0,1,0,5,400,4,2,5,30000,2023,5,11
حي الريان,0,0,1,2,5,160,3,1,4,30000,2023,5,8
حي السنابل,0,0,1,4,20,200,3,1,4,30000,2023,5,8
حي الريان,0,0,1,3,5,190,4,1,5,30000,2023,5,10
حي الصالحية,0,0,1,1,16,200,3,1,5,30000,2023,5,9
حي الاجاويد,1,1,1,5,20,300,3,1,3,30000,2023,5,7
حي ابرق الرغامة,0,0,1,0,19,100,3,1,4,30000,2023,5,8
حي الفلاح,0,0,1,9,15,130,3,1,5,30000,2023,5,9
حي المروة,0,0,1,8,5,130,3,1,4,30000,2023,5,8
حي النزهة,0,0,1,26,5,150,3,1,5,30000,2023,5,9
حي الشراع,0,1,1,2,5,135,2,1,3,30000,2023,5,6
حي الحمدانية,1,1,1,10,5,190,2,1,3,30000,2023,5,6
حي المنار,0,0,1,9,15,150,3,1,4,30000,2023,5,8
حي النزهة,0,0,0,10,16,130,3,1,4,30000,2023,5,8
حي المروة,0,0,0,12,24,130,3,1,4,30000,2023,5,8
حي الشراع,0,0,0,0,32,130,2,1,3,30000,2023,5,6
أخرى,0,0,1,10,30,125,2,1,3,30000,2023,5,6
حي السلامة,0,0,1,5,12,120,2,1,3,30000,2023,5,6
حي السنابل,0,0,0,5,20,200,3,1,4,30000,2023,5,8
حي بحرة,0,0,1,0,25,400,4,2,5,30000,2023,5,11
حي المنار,0,0,0,6,17,140,3,1,4,30000,2023,5,8
حي النزهة,0,0,0,8,12,140,3,0,4,30000,2023,5,7
حي الصوارى,0,0,1,3,5,140,3,1,5,30000,2023,5,9
حي المروة,0,0,0,7,16,135,2,1,4,30000,2023,5,7
حي الصالحية,0,0,0,0,5,200,3,2,3,30000,2023,5,8
حي المروة,0,0,1,10,20,180,3,1,4,30000,2023,5,8
حي المروة,0,0,1,25,5,110,2,1,3,30000,2023,5,6
حي الريان,0,0,1,4,5,190,4,1,5,30000,2023,5,10
حي النسيم,0,0,1,1,40,185,2,1,3,30000,2023,5,6
حي الريان,0,0,1,5,5,200,3,1,5,30000,2023,5,9
حي النزهة,0,0,1,10,5,110,2,1,3,30000,2023,5,6
حي الحمدانية,0,1,1,5,5,150,2,1,4,30000,2023,5,7
حي الياقوت,0,0,1,4,16,200,2,1,3,30000,2023,5,6
حي الفروسية,0,0,1,0,15,200,2,1,5,30000,2023,5,8
حي طيبة,0,0,0,4,25,120,3,1,3,30000,2023,5,7
حي المروة,0,0,0,7,20,175,3,1,4,30000,2023,5,8
حي الشراع,0,0,1,10,16,170,3,1,5,30000,2023,5,9
حي الامير فواز الجنوبي,0,1,1,7,5,100,2,1,3,30000,2023,5,6
حي النزهة,0,0,0,6,5,140,3,1,4,30000,2023,5,8
حي النزهة,0,0,0,15,15,160,3,1,4,30000,2023,5,8
حي الحمدانية,0,0,1,4,16,195,3,1,5,30000,2023,5,9
حي الصوارى,0,0,1,0,5,250,3,1,4,30000,2023,5,8
حي الفلاح,0,0,1,7,5,162,3,1,4,30000,2023,5,8
حي النسيم,0,0,1,14,20,170,3,1,4,30000,2023,5,8
حي المروة,1,1,1,0,25,120,2,1,3,30000,2023,5,6
حي النزهة,0,0,1,30,25,140,2,2,3,30000,2023,5,7
حي المنار,0,0,1,1,15,150,2,1,3,30000,2023,5,6
حي الرياض,0,0,1,2,30,213,3,1,5,30000,2023,5,9
حي العزيزية,0,0,1,0,20,120,2,1,3,30000,2023,5,6
حي الصوارى,0,0,1,2,15,150,3,1,5,30000,2023,5,9
حي الياقوت,0,0,0,8,5,200,3,1,4,30000,2023,5,8
حي البوادي,0,0,1,24,50,100,2,1,3,30000,2023,5,6
حي الفلاح,0,0,1,10,15,100,2,1,4,30000,2023,5,7
حي الصوارى,0,0,0,0,25,190,4,1,4,30000,2023,5,9
حي الصفا,0,0,0,12,16,190,3,1,5,30000,2023,5,9
حي الصفا,0,0,0,11,15,200,3,1,5,30000,2023,5,9
حي النخيل,0,0,0,4,15,230,3,1,3,30000,2023,5,7
حي البوادي,0,0,0,30,12,150,2,1,4,30000,2023,5,7
حي الرياض,0,0,0,2,5,125,3,1,6,30000,2023,5,10
حي الريان,0,0,1,5,5,75,2,2,3,30000,2023,5,7
حي الصفا,0,1,0,30,29,150,3,1,4,30000,2023,5,8
حي مريخ,0,0,1,2,10,160,4,2,4,30000,2023,5,10
حي المروة,0,1,1,5,10,140,2,1,4,31000,2023,5,7
حي الاميرعبدالمجيد,0,0,1,0,20,160,3,1,4,31000,2023,5,8
حي السلامة,0,0,1,16,5,114,1,1,2,32000,2023,5,4
حي السامر,0,0,0,7,5,250,4,2,5,32000,2023,5,11
حي الفلاح,0,0,1,0,5,250,3,1,5,32000,2023,5,9
حي المروة,0,0,1,0,16,100,3,1,3,32000,2023,5,7
حي المروة,0,0,1,7,15,50,3,1,5,32000,2023,5,9
حي الريان,0,0,0,1,5,252,3,1,6,32000,2023,5,10
حي مشرفة,0,0,1,6,13,140,2,1,4,32000,2023,5,7
حي الزمرد,0,0,1,1,5,200,3,1,5,32000,2023,5,9
حي السلامة,0,0,1,6,14,120,3,0,4,32000,2023,5,7
حي الزهراء,0,0,0,8,20,110,3,1,3,32000,2023,5,7
حي الزمرد,0,0,0,3,20,170,5,1,5,32000,2023,5,11
حي السلامة,0,0,1,10,10,100,2,1,4,32000,2023,5,7
حي الصوارى,0,1,1,4,19,180,2,1,4,32000,2023,5,7
حي الصفا,0,0,1,3,20,140,2,1,4,32000,2023,5,7
حي المروة,0,0,1,2,32,140,3,1,4,32000,2023,5,8
حي الياقوت,0,1,1,3,15,180,3,1,4,32000,2023,5,8
حي المروة,0,1,1,9,5,109,3,1,5,32000,2023,5,9
حي القرينة,0,0,1,0,34,180,3,1,4,32000,2023,5,8
حي الصفا,0,0,1,0,11,110,2,1,4,32000,2023,5,7
حي الروضة,0,0,1,17,15,130,2,1,5,32000,2023,5,8
حي الصفا,0,0,0,10,25,180,3,1,5,32000,2023,5,9
حي الصفا,0,0,0,15,42,200,3,1,6,32000,2023,5,10
حي الروضة,0,0,1,15,20,170,3,1,4,32000,2023,5,8
حي السامر,0,0,1,18,15,200,3,1,4,32000,2023,5,8
حي السلامة,0,0,0,9,5,180,3,0,4,33000,2023,5,7
حي السامر,0,0,1,2,17,250,5,2,4,33000,2023,5,11
حي الصفا,0,1,1,8,5,120,3,1,4,33000,2023,5,8
حي الصفا,0,1,1,6,20,150,2,1,4,33000,2023,5,7
حي الاجاويد,0,0,0,5,5,225,4,1,6,33000,2023,5,11
حي طيبة,0,0,1,2,15,120,2,1,3,33000,2023,5,6
حي طيبة,0,1,1,0,5,200,4,1,5,33000,2023,5,10
حي الروضة,0,0,0,7,12,110,2,1,3,33000,2023,5,6
حي المروة,0,0,0,22,20,220,3,1,5,33000,2023,5,9
حي الريان,0,0,1,0,5,180,3,1,5,33000,2023,5,9
حي الواحة,0,0,1,5,16,145,3,1,4,33000,2023,5,8
حي ام حبلين,0,0,1,0,30,166,3,2,4,33000,2023,5,9
حي السلامة,1,1,1,15,11,91,1,1,2,33000,2023,5,4
حي البوادي,0,1,1,26,15,200,2,1,4,33000,2023,5,7
حي الياقوت,0,0,1,0,25,136,2,1,3,33000,2023,5,6
حي الاصالة,0,0,0,5,23,140,3,1,4,34000,2023,5,8
حي النخيل,0,0,1,8,20,180,3,1,5,34000,2023,5,9
حي الريان,0,0,0,0,5,190,3,1,5,34000,2023,5,9
حي الزهراء,0,0,1,5,7,150,3,1,4,34000,2023,5,8
حي النخيل,0,0,1,8,5,180,3,1,5,34000,2023,5,9
حي مريخ,0,0,1,5,23,180,3,1,5,34000,2023,5,9
حي الصوارى,0,0,1,0,100,150,3,1,4,34000,2023,5,8
حي الرحمانية,0,1,1,2,20,150,3,1,4,34000,2023,5,8
حي النخيل,0,0,1,4,16,200,4,1,5,34000,2023,5,10
حي الروضة,0,1,1,6,5,100,2,1,3,34000,2023,5,6
حي النزهة,0,1,1,8,15,128,2,1,3,34000,2023,5,6
حي الاصالة,0,0,1,8,5,200,3,2,4,35000,2023,5,9
حي المنتزه,0,0,1,10,21,300,3,2,6,35000,2023,5,11
حي الرويس,0,0,1,24,15,140,2,1,4,35000,2023,5,7
حي الربوة,0,0,1,13,1,160,3,1,5,35000,2023,5,9
حي الربوة,0,0,1,13,5,160,3,1,5,35000,2023,5,9
حي الزمرد,0,0,1,2,21,130,4,1,5,35000,2023,5,10
حي الحمدانية,0,0,0,0,28,196,4,1,6,35000,2023,5,11
حي المروة,0,0,0,5,10,50,3,1,5,35000,2023,5,9
حي مريخ,1,1,1,5,5,150,3,1,4,35000,2023,5,8
حي النسيم,0,0,0,20,15,170,2,1,5,35000,2023,5,8
حي الياقوت,0,1,1,3,15,160,3,1,4,35000,2023,5,8
حي مشرفة,0,1,1,4,16,100,2,2,3,35000,2023,5,7
حي الياقوت,0,1,1,3,20,130,3,1,4,35000,2023,5,8
حي المروة,0,0,1,13,5,75,3,1,3,35000,2023,5,7
حي النسيم,0,0,0,0,33,200,3,1,4,35000,2023,5,8
حي الريان,0,0,1,0,5,200,3,1,5,35000,2023,5,9
حي الفيصلية,0,0,1,3,10,120,2,1,4,35000,2023,5,7
حي الصوارى,0,0,1,0,19,160,4,3,3,35000,2023,5,10
حي الحمدانية,0,0,1,0,5,198,5,1,4,35000,2023,5,10
حي ابحر الجنوبية,0,1,1,3,28,120,2,1,3,35000,2023,5,6
حي النعيم,0,0,1,10,15,125,3,1,4,35000,2023,5,8
حي الزمرد,0,0,1,0,16,200,3,1,3,35000,2023,5,7
حي النزهة,0,1,1,8,15,130,3,1,4,35000,2023,5,8
حي الفلاح,0,0,0,1,12,200,3,1,7,35000,2023,5,11
حي الروضة,0,0,1,5,16,120,2,0,3,35000,2023,5,5
حي الريان,0,0,0,4,15,320,4,1,5,35000,2023,5,10
حي المنتزه,0,0,1,22,5,300,3,1,5,35000,2023,5,9
حي الفردوس,0,0,1,0,20,220,3,1,5,35000,2023,5,9
حي الفلاح,0,0,1,0,5,190,3,1,5,35000,2023,5,9
حي الياقوت,0,0,0,4,20,200,3,1,5,35000,2023,5,9
حي المروة,0,0,0,0,20,150,3,1,4,35000,2023,5,8
حي الزهراء,0,1,1,3,12,120,2,1,3,35000,2023,5,6
حي مشرفة,0,0,1,3,18,100,2,1,3,35000,2023,5,6
حي الريان,0,0,0,3,5,190,4,1,5,35000,2023,5,10
حي الفلاح,0,0,0,0,5,175,2,0,3,35000,2023,5,5
حي اللؤلؤ,0,0,1,0,25,185,2,1,4,35000,2023,5,7
حي الياقوت,0,0,1,4,20,200,3,1,5,35000,2023,5,9
حي الواحة,1,1,1,3,20,400,2,1,2,35000,2023,5,5
حي الروضة,0,0,1,15,12,200,2,1,4,35000,2023,5,7
حي الزمرد,0,0,1,0,32,160,3,0,4,35000,2023,5,7
حي المروة,0,0,1,6,5,103,2,1,4,35000,2023,5,7
حي الربوة,0,1,1,10,7,120,4,1,4,35000,2023,5,9
حي الروضة,0,0,0,20,5,180,2,1,3,35000,2023,5,6
حي الفيصلية,0,0,1,3,100,280,2,1,4,35000,2023,5,7
حي الكوثر,0,0,0,0,20,150,3,1,6,35000,2023,5,10
حي الحمراء,0,0,1,9,5,20,3,1,3,35000,2023,5,7
حي السلامة,0,0,1,4,5,100,2,1,3,35000,2023,5,6
حي الفيصلية,0,0,1,10,15,64,3,1,4,35000,2023,5,8
حي الرياض,0,0,1,0,16,100,3,1,6,35000,2023,5,10
حي الفلاح,0,0,0,2,5,250,3,1,5,35000,2023,5,9
حي الزهراء,0,0,1,5,18,180,3,1,5,35000,2023,5,9
حي الصفا,0,0,0,6,5,250,3,1,5,35000,2023,5,9
حي المروة,0,0,1,0,5,160,3,1,5,36000,2023,5,9
حي السلامة,0,0,1,4,12,140,2,1,3,36000,2023,5,6
حي الفروسية,1,1,1,3,25,170,2,1,4,36000,2023,5,7
حي النزهة,0,0,1,3,5,78,2,1,3,36000,2023,5,6
حي الصفا,0,0,1,10,20,200,2,1,4,36000,2023,5,7
حي الصفا,0,0,0,8,36,200,3,1,5,36000,2023,5,9
حي الواحة,0,0,1,0,5,150,3,1,5,36000,2023,5,9
حي طيبة,0,0,1,4,25,220,3,1,5,36000,2023,5,9
حي مريخ,0,0,1,4,16,190,3,1,5,36000,2023,5,9
حي الاصالة,0,0,1,3,15,160,3,1,4,36000,2023,5,8
حي الرحمانية,0,0,1,0,20,300,3,1,5,36000,2023,5,9
حي بني مالك,0,0,1,9,21,180,3,1,5,36000,2023,5,9
حي طيبة,0,0,0,0,16,400,3,1,5,36000,2023,5,9
حي الواحة,0,0,1,0,5,149,3,2,4,36000,2023,5,9
حي السلامة,0,0,1,10,21,100,2,1,4,36000,2023,5,7
حي الشراع,0,1,1,5,25,180,3,1,4,36000,2023,5,8
حي المروة,0,0,1,0,5,130,3,1,4,36000,2023,5,8
حي النسيم,0,0,1,10,25,180,3,1,5,36000,2023,5,9
حي الربوة,0,0,0,0,25,150,3,1,4,37000,2023,5,8
حي النعيم,0,0,0,3,15,110,3,1,3,37000,2023,5,7
حي بني مالك,0,1,1,10,16,194,4,1,5,37000,2023,5,10
حي الربوة,0,0,1,20,15,360,2,1,5,37000,2023,5,8
حي السلامة,0,0,1,6,16,108,3,0,3,37000,2023,5,6
حي الربوة,0,0,0,0,25,140,3,1,4,37000,2023,5,8
حي الشراع,0,0,1,0,16,216,3,1,4,37000,2023,5,8
حي الفيصلية,0,1,1,10,5,100,2,1,2,38000,2023,5,5
حي الصوارى,0,0,1,0,20,208,3,3,3,38000,2023,5,9
حي المنار,0,0,1,9,20,220,3,1,6,38000,2023,5,10
حي النعيم,0,1,0,20,25,132,3,0,4,38000,2023,5,7
حي الروضة,0,0,1,3,12,110,2,1,3,38000,2023,5,6
حي المنار,0,1,1,1,20,124,4,1,4,38000,2023,5,9
حي الزهراء,0,0,1,4,5,150,2,1,4,38000,2023,5,7
حي الريان,0,1,1,2,15,240,4,1,5,38000,2023,5,10
حي الزمرد,0,0,1,0,20,180,3,1,4,38000,2023,5,8
حي الصفا,0,0,0,12,5,200,3,1,6,38000,2023,5,10
حي الصوارى,0,0,0,0,15,160,3,2,4,38000,2023,5,9
حي المروة,0,0,1,0,5,145,3,1,4,38000,2023,5,8
حي المروة,0,0,1,2,20,150,3,1,4,38000,2023,5,8
حي الحمدانية,0,1,0,0,5,196,5,1,6,38000,2023,5,12
أخرى,0,0,1,16,5,201,3,1,4,38000,2023,5,8
حي الصفا,1,1,1,1,30,170,4,1,5,38000,2023,5,10
حي المروة,0,0,0,5,5,120,3,1,4,38000,2023,5,8
حي المروة,0,0,1,10,10,220,4,1,6,38000,2023,5,11
حي الفيصلية,0,0,1,15,15,120,3,1,5,38000,2023,5,9
حي الروضة,0,0,1,15,12,190,3,1,5,38000,2023,5,9
حي اللؤلؤ,0,0,1,2,15,295,4,1,5,39000,2023,5,10
حي الصفا,0,0,1,4,16,150,4,1,5,39000,2023,5,10
حي الصفا,0,0,1,18,30,149,2,1,4,39000,2023,5,7
حي الصفا,0,0,1,3,5,200,2,1,5,39000,2023,5,8
حي الروضة,0,0,1,10,5,200,3,1,5,39000,2023,5,9
حي الصوارى,0,0,1,0,20,175,4,1,5,39000,2023,5,10
حي الزهراء,0,0,1,1,5,130,2,1,4,39999,2023,5,7
حي المروة,1,1,1,8,5,135,2,1,4,40000,2023,5,7
حي المروة,0,1,1,10,5,210,3,1,5,40000,2023,5,9
حي المروة,0,0,1,4,10,220,3,1,5,40000,2023,5,9
حي الروضة,0,0,1,20,14,220,2,1,5,40000,2023,5,8
حي الواحة,0,0,0,0,5,127,3,1,4,40000,2023,5,8
حي الصفا,0,0,1,0,5,200,2,1,3,40000,2023,5,6
حي الصوارى,0,0,1,0,16,150,3,2,3,40000,2023,5,8
حي المروة,1,0,1,10,20,121,3,1,4,40000,2023,5,8
حي الصوارى,0,0,1,1,20,140,3,1,4,40000,2023,5,8
حي بني مالك,0,1,1,8,20,180,4,2,3,40000,2023,5,9
حي طيبة,0,0,0,1,20,192,4,1,6,40000,2023,5,11
حي الريان,0,0,1,0,16,230,4,1,6,40000,2023,5,11
حي المروة,0,0,0,5,91,200,5,1,5,40000,2023,5,11
حي الحمدانية,0,1,1,1,5,155,3,2,3,40000,2023,5,8
حي المروة,0,0,0,0,20,155,3,1,5,40000,2023,5,9
حي النسيم,0,1,1,5,5,120,3,1,5,40000,2023,5,9
حي الواحة,0,0,1,1,15,96,2,1,3,40000,2023,5,6
حي الصفا,0,0,1,15,16,280,3,1,5,40000,2023,5,9
حي الصفا,0,0,0,9,5,100,4,1,7,40000,2023,5,12
حي الحمدانية,0,0,0,0,5,195,5,1,5,40000,2023,5,11
حي المروة,0,0,0,20,5,203,4,3,5,40000,2023,5,12
حي المروة,0,0,0,0,20,180,4,1,5,40000,2023,5,10
حي المروة,0,0,1,13,16,220,3,1,5,40000,2023,5,9
حي النهضة,0,0,1,15,15,145,2,1,4,40000,2023,5,7
حي البوادي,0,0,0,12,15,200,3,1,5,40000,2023,5,9
حي الياقوت,0,0,0,9,30,252,3,1,6,40000,2023,5,10
حي المروة,0,0,1,0,20,230,3,1,5,40000,2023,5,9
حي الحمدانية,0,0,1,0,15,195,5,1,4,40000,2023,5,10
حي السامر,0,0,1,10,33,100,2,2,4,40000,2023,5,8
حي الاميرعبدالمجيد,0,1,1,1,5,150,3,1,5,40000,2023,5,9
حي النهضة,0,0,1,20,5,180,3,1,4,40000,2023,5,8
حي الامير فواز الجنوبي,0,1,1,4,25,160,3,1,5,40000,2023,5,9
حي الحمدانية,0,1,1,0,5,180,3,1,4,40000,2023,5,8
حي الحمدانية,0,0,1,0,18,200,4,2,7,40000,2023,5,13
حي الصفا,0,0,1,8,10,240,4,1,5,40000,2023,5,10
حي الواحة,0,1,1,0,5,170,4,1,6,40000,2023,5,11
حي الحمدانية,0,0,0,9,16,250,4,1,5,40000,2023,5,10
حي الفيحاء,0,0,1,0,5,140,3,1,4,40000,2023,5,8
حي الصفا,0,1,1,2,30,159,4,1,5,40000,2023,5,10
حي الرحمانية,0,0,1,0,15,300,4,1,5,40000,2023,5,10
حي الواحة,0,0,1,0,20,180,3,1,5,40000,2023,5,9
حي السامر,0,0,1,1,32,175,3,1,5,42000,2023,5,9
حي الزمرد,0,1,1,18,5,90,1,1,2,42000,2023,5,4
حي مريخ,0,0,0,3,8,234,4,1,6,42000,2023,5,11
حي الحمدانية,0,0,1,0,20,232,5,1,6,42000,2023,5,12
حي المروة,0,0,1,14,5,203,3,4,4,42000,2023,5,11
حي الواحة,0,1,1,1,20,163,3,1,5,42000,2023,5,9
حي السلامة,0,0,1,10,15,220,3,1,5,43000,2023,5,9
حي الصفا,0,1,1,2,30,134,3,1,4,43000,2023,5,8
حي الصفا,0,0,1,1,20,170,4,1,4,43000,2023,5,9
حي الامواج,1,1,1,0,17,120,2,1,2,43000,2023,5,5
حي النعيم,1,0,1,8,15,120,2,1,3,44000,2023,5,6
حي الروضة,0,1,1,4,10,130,3,1,3,44000,2023,5,7
حي الصفا,0,0,0,0,5,204,4,1,5,45000,2023,5,10
حي طيبة,0,1,1,8,16,300,2,1,3,45000,2023,5,6
حي الصفا,0,0,1,7,5,220,4,1,5,45000,2023,5,10
حي المنار,0,0,0,0,20,250,3,1,5,45000,2023,5,9
حي الفيحاء,0,0,1,0,5,145,3,1,3,45000,2023,5,7
حي طيبة,0,0,1,0,30,182,3,1,6,45000,2023,5,10
حي الصوارى,0,0,0,0,5,180,4,1,4,45000,2023,5,9
حي الكوثر,0,0,1,5,5,280,3,2,7,45000,2023,5,12
حي النهضة,0,1,1,0,5,160,3,1,3,45000,2023,5,7
حي السلامة,0,0,0,10,30,200,3,1,5,45000,2023,5,9
حي المرجان,0,0,1,5,27,200,4,1,4,45000,2023,5,9
حي المنتزه,1,1,1,5,30,128,3,1,3,45000,2023,5,7
حي الصوارى,0,0,1,0,20,240,5,1,6,45000,2023,5,12
حي السلامة,0,1,1,8,13,180,3,1,5,45000,2023,5,9
حي السلامة,0,0,1,6,11,200,4,1,5,45000,2023,5,10
حي الواحة,0,0,1,0,20,200,4,1,6,45000,2023,5,11
حي بني مالك,0,1,1,8,19,200,4,2,4,45000,2023,5,10
حي الصوارى,0,0,1,0,5,176,3,1,5,45000,2023,5,9
حي السلامة,0,0,1,9,16,250,4,1,5,45000,2023,5,10
حي النزهة,0,0,1,5,14,220,4,1,5,45000,2023,5,10
حي الروضة,0,0,1,15,5,170,3,1,5,45000,2023,5,9
حي الفيصلية,0,0,1,0,15,160,4,1,4,45000,2023,5,9
حي النعيم,0,1,1,20,25,180,2,1,6,45000,2023,5,9
حي الربوة,0,0,1,5,5,110,4,1,5,45000,2023,5,10
حي المروة,0,0,1,10,5,220,5,1,6,45000,2023,5,12
حي المروة,0,0,0,5,11,220,4,1,5,45000,2023,5,10
حي السلامة,0,0,1,22,10,200,3,1,5,45000,2023,5,9
حي النعيم,0,0,1,22,5,200,2,1,5,45000,2023,5,8
حي الصوارى,0,0,1,0,20,178,3,1,4,45000,2023,5,8
حي الروضة,0,0,0,0,15,140,2,1,4,45000,2023,5,7
حي الحمدانية,1,1,1,1,5,100,2,1,2,45000,2023,5,5
حي المروة,0,1,1,0,16,200,4,1,5,45000,2023,5,10
حي الصوارى,0,1,0,0,25,200,2,1,4,45000,2023,5,7
حي مشرفة,0,0,1,0,12,180,3,1,5,45000,2023,5,9
حي مشرفة,0,0,1,0,12,179,4,1,5,45000,2023,5,10
حي مشرفة,0,0,1,0,12,150,3,1,5,45000,2023,5,9
حي الاندلس,0,1,0,20,5,100,2,1,3,45000,2023,5,6
حي مشرفة,0,0,1,0,12,185,3,1,5,45000,2023,5,9
حي الفيحاء,0,0,1,0,22,180,4,1,5,45000,2023,5,10
حي الروضة,0,0,1,13,5,170,3,1,3,45000,2023,5,7
حي السلامة,0,0,1,10,32,200,4,1,5,45000,2023,5,10
حي الزهراء,0,0,1,10,15,132,3,1,4,45000,2023,5,8
حي الصوارى,0,0,0,0,5,177,3,1,5,45000,2023,5,9
حي الصوارى,0,0,0,0,20,170,4,1,5,45000,2023,5,10
حي الفيصلية,0,1,1,8,5,190,2,1,4,45000,2023,5,7
حي الروضة,0,0,1,0,20,170,3,1,5,45000,2023,5,9
حي الصوارى,0,0,0,1,32,180,4,1,5,45000,2023,5,10
حي السلامة,0,0,1,6,15,200,3,1,5,45000,2023,5,9
حي الحمدانية,0,0,0,2,16,250,3,1,5,45000,2023,5,9
حي الروضة,0,0,1,10,5,170,3,1,5,45000,2023,5,9
حي المروة,0,1,1,14,50,180,3,1,5,45000,2023,5,9
حي السليمانية,0,0,1,0,15,190,3,1,6,45000,2023,5,10
حي طيبة,0,0,1,0,5,200,4,1,4,45000,2023,5,9
حي مشرفة,0,0,1,0,15,163,3,1,5,45000,2023,5,9
حي السلامة,0,0,1,8,21,220,4,2,6,45000,2023,5,12
حي الواحة,0,0,0,0,40,217,4,1,5,45000,2023,5,10
حي الفلاح,0,0,1,3,16,250,5,1,6,45900,2023,5,12
حي النهضة,0,0,1,3,5,173,2,1,3,47000,2023,5,6
حي الربوة,0,0,1,10,20,330,4,2,7,48000,2023,5,13
حي السلامة,0,0,1,10,5,146,4,0,5,48000,2023,5,9
حي المروة,0,0,0,0,5,200,4,1,6,48000,2023,5,11
حي الورود,1,0,1,3,16,200,4,1,5,48000,2023,5,10
حي الزهراء,0,1,1,3,10,180,3,2,3,48000,2023,5,8
حي النهضة,0,1,1,8,52,200,4,1,3,48000,2023,5,8
حي الصوارى,0,0,1,0,5,183,4,1,5,48000,2023,5,10
حي السلامة,0,1,1,5,29,120,2,1,2,48248,2023,5,5
حي الربوة,0,0,1,0,15,156,4,1,5,49000,2023,5,10
حي الفيحاء,0,0,0,0,5,155,3,1,4,49500,2023,5,8
حي النعيم,0,1,1,20,25,180,2,1,4,50000,2023,5,7
حي الورود,0,0,1,2,5,160,4,1,5,50000,2023,5,10
حي الحمدانية,0,0,1,0,5,224,4,1,5,50000,2023,5,10
حي الصفا,0,0,1,20,31,300,5,1,6,50000,2023,5,12
حي المروة,0,0,0,0,15,200,4,1,5,50000,2023,5,10
حي النسيم,0,0,1,10,32,260,4,2,6,50000,2023,5,12
حي الروضة,0,0,1,0,16,210,4,1,5,50000,2023,5,10
حي السلامة,0,0,1,5,15,140,3,1,4,50000,2023,5,8
حي النزهة,0,1,1,4,5,160,3,1,3,50000,2023,5,7
حي النسيم,0,0,1,6,5,220,4,1,5,50000,2023,5,10
حي المروة,0,0,1,0,5,172,4,1,6,50000,2023,5,11
حي النسيم,0,0,0,0,25,255,3,1,6,50000,2023,5,10
حي بني مالك,0,0,1,0,30,180,4,1,5,50000,2023,5,10
حي بني مالك,0,1,1,10,16,180,4,1,3,50000,2023,5,8
حي الصفا,0,0,0,15,5,250,3,2,6,50000,2023,5,11
حي المروة,0,0,1,8,30,250,5,3,5,50000,2023,5,13
حي الحمدانية,0,0,0,0,25,195,5,1,6,50000,2023,5,12
حي المروة,0,0,1,0,5,300,5,1,5,50000,2023,5,11
حي السلامة,0,0,1,3,17,190,4,1,6,50000,2023,5,11
حي الحمراء,0,1,1,0,5,88,2,1,1,50000,2023,5,4
حي المروة,1,1,1,2,16,225,3,1,4,50000,2023,5,8
حي الصوارى,0,0,1,0,5,210,5,2,4,50000,2023,5,11
حي الصوارى,0,1,1,0,25,180,4,1,5,50000,2023,5,10
حي البساتين,0,0,1,3,24,200,4,1,5,50000,2023,5,10
حي الصفا,0,0,1,1,5,170,4,1,5,50000,2023,5,10
حي النهضة,0,0,0,0,15,200,3,1,5,50000,2023,5,9
حي ابحر الجنوبية,0,1,1,6,20,150,4,1,5,50000,2023,5,10
حي الشاطئ,0,1,1,3,16,140,2,1,4,50000,2023,5,7
حي المروة,0,0,1,0,5,200,3,1,4,50000,2023,5,8
